step,success,seed
11100000,0,2
11200000,0,2
11300000,0,2
11400000,0,2
11500000,0,2
11600000,0,2
11700000,0,2
11800000,0,2
11900000,0,2
12000000,0,2
12100000,0,2
12200000,0,2
12300000,0,2
12400000,0,2
12500000,0,2
12600000,0,2
12700000,0,2
12800000,0,2
12900000,0,2
13000000,0,2
13100000,0,2
13200000,0,2
13300000,0,2
13400000,0,2
13500000,0,2
13600000,0,2
13700000,0,2
13800000,0,2
13900000,0,2
14000000,0,2
0,0,1
100000,0,1
200000,0,1
300000,0,1
400000,0,1
500000,0,1
600000,0,1
700000,0,1
800000,0,1
900000,0,1
1000000,0,1
1100000,0,1
1200000,0,1
1300000,0,1
1400000,0,1
1500000,0,1
1600000,0,1
1700000,0,1
1800000,0,1
1900000,0,1
2000000,0,1
2100000,0,1
2200000,0,1
2300000,0,1
2400000,0,1
2500000,0,1
2600000,0,1
2700000,0,1
2800000,0,1
2900000,0,1
3000000,0,1
3100000,0,1
3200000,0,1
3300000,0,1
3400000,0,1
3500000,0,1
3600000,0,1
3700000,0,1
3800000,0,1
3900000,0,1
4000000,0,1
4100000,0,1
4200000,0,1
4300000,0,1
4400000,0,1
4500000,0,1
4600000,0,1
4700000,0,1
4800000,0,1
4900000,0,1
5000000,0,1
5100000,0,1
5200000,0,1
5300000,0,1
5400000,0,1
5500000,0,1
5600000,0,1
5700000,0,1
5800000,0,1
5900000,0,1
6000000,0,1
6100000,0,1
6200000,0,1
6300000,0,1
6400000,0,1
6500000,0,1
6600000,0,1
6700000,0,1
6800000,0,1
6900000,0,1
7000000,0,1
7100000,0,1
7200000,0,1
7300000,0,1
7400000,0,1
7500000,0,1
7600000,0,1
7700000,0,1
7800000,0,1
7900000,0,1
8000000,0,1
8100000,0,1
8200000,0,1
8300000,0,1
8400000,0,1
8500000,0,1
8600000,0,1
8700000,0,1
8800000,0,1
8900000,0,1
9000000,0,1
9100000,0,1
9200000,0,1
9300000,0,1
9400000,0,1
9500000,0,1
9600000,0,1
9700000,0,1
9800000,0,1
9900000,0,1
10000000,0,1
10100000,0,1
10200000,0,1
10300000,0,1
10400000,0,1
10500000,0,1
10600000,0,1
10700000,0,1
10800000,0,1
10900000,0,1
11000000,0,1
11100000,0,1
11200000,0,1
11300000,0,1
11400000,0,1
11500000,0,1
11600000,0,1
11700000,0,1
11800000,0,1
11900000,0,1
12000000,0,1
12100000,0,1
12200000,0,1
12300000,0,1
12400000,0,1
12500000,0,1
12600000,0,1
12700000,0,1
12800000,0,1
12900000,0,1
13000000,0,1
13100000,0,1
13200000,0,1
13300000,0,1
13400000,0,1
13500000,0,1
13600000,0,1
13700000,0,1
13800000,0,1
13900000,0,1
14000000,0,1
